otherCatalogNumbers,catalogNumber,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,waterBody,eventDate,locality,recordedBy,associatedSequences
11756,11756,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-27,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado,MG752382
11757,11757,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-27,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado,MG752383
12024,12024,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-1.06075,-61.85,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,MG752386
12286,12286,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado,MG752390
12333,12333,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado,MG752391
12334,12334,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado,MG752392
12335,12335,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado,MG752393
14566,14566,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.09949,-61.92262,Brazil,Roraima,Branco,2013-12-08,"rio Capivara, afluente rio Branco - RR",Valeria Machado,MG752397
14612,14612,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-11,rio Agua Boa do Univini,Valeria Machado,MG752399
14631,14631,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado,MG752400
14632,14632,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado,MG752401
14633,14633,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado,MG752402
14648,14648,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.18446,-66.83651,Brazil,Amazonas,Negro,2014-02-22,Igarapé atrás da Vila de Cucuí - alto rio Negro,Valeria Machado,MG752403
14691,14691,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",0.93055,-66.79383,Brazil,Amazonas,Negro,2014-02-22,Lago Mabi - alto rio Negro,Valeria Machado,MG752404
14956,14956,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado,MG752406
14958,14958,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado,MG752407
14960,14960,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado,MG752408
15115,15115,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado,MG752409
15116,15116,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado,MG752410
15144,15144,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado,MG752411
15145,15145,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado,MG752412
15146,15146,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado,MG752413
15147,15147,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado,MG752414
15148,15148,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado,MG752415
15149,15149,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado,MG752416
15150,15150,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado,MG752417
15151,15151,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado,MG752418
15152,15152,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado,MG752419
2061,2061,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Fernández, H. | Ortí, G.",-3.65138,-52.37833,Brazil,Pará,Xingu,2008-08-24,"Cachoeira do Espelho, Rio Xingu",Valeria Machado,MG752460
11142,11142,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.84083,-52.69611,Brazil,Pará,Xingu,2012-08-24,Rio Iriri (Acampamento),Valeria Machado,MG752461
11193,11193,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado,MG752462
11194,11194,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado,MG752463
11195,11195,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado,MG752464
11196,11196,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado,MG752465
2756,2756,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Machado, V.",-6.14894,-48.36074,Brazil,Para,Araguaia,2009-09-10,r. Araguaia /Reservatório de AHE-SI/Sat.Isabel/PA,Natasha Verdasca,MG752835
3194,3194,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Hrbek, T.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek,MG752836
3195,3195,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Hrbek, T.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek,MG752837
3196,3196,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Hrbek, T.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek,MG752838
3197,3197,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Hrbek, T.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek,MG752839
3198,3198,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Pará,Araguaia,2009-09-16,Araguatins,Natasha Verdasca,MG752840
3363,3363,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Pará,Araguaia,2009-09-16,Araguatins,Natasha Verdasca,KX868675
3364,3364,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Pará,Araguaia,2009-09-16,Araguatins,Natasha Verdasca,KX868676
12949,12949,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",NA,NA,Brazil,Pará,Xingu,NA,rio Xingu,Marcelo Andrade,KX868677
15481,15481,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",NA,NA,Brazil,Pará,Xingu,NA,Rio Xingu,Valeria Machado,KX868687
15482,15482,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",NA,NA,Brazil,Pará,Xingu,NA,Rio Xingu,Valeria Machado,KX868688
15483,15483,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",NA,NA,Brazil,Pará,Xingu,NA,Rio Xingu,Valeria Machado,KX868689
15484,15484,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.58763,-51.8175,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Landi",Marcelo Andrade,KX868681
15485,15485,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.58763,-51.8175,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Landi",Marcelo Andrade,KX868682
15486,15486,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.58763,-51.8175,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Landi",Marcelo Andrade,KX868683
15487,15487,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.58763,-51.8175,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Landi",Marcelo Andrade,KX868684
15473,15473,UFAM,CTGA,MaterialSample,Other material,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,"Andrade, M.",3.30178,-54.0817,French Guiana,Saint-Laurent-du-Maroni,Maroni,2014-05-23,"Guiana Francesa, Alto Rio Maroni","Le Bail, P.Y.",KX868694
15474,15474,UFAM,CTGA,MaterialSample,Other material,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,"Andrade, M.",3.30178,-54.0817,French Guiana,Saint-Laurent-du-Maroni,Maroni,2014-05-25,"Guiana Francesa, Alto Rio Maroni","Le Bail, P.Y.",KX868695
15475,15475,UFAM,CTGA,MaterialSample,Other material,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,"Andrade, M.",3.30178,-54.0817,French Guiana,Saint-Laurent-du-Maroni,Maroni,2014-11-01,"Guiana Francesa, Alto Rio Maroni","Le Bail, P.Y.",KX868696
3086,3086,UFAM,CTGA,MaterialSample,Other material,"Tometes siderocarajensis Andrade, Machado, Jégu, Farias & Giarrizzo 2017",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,siderocarajensis,species,NA,"Zuanon, J.",-5.46001,-48.34394,Brazil,Tocantins,Araguaia,2009-09-14,r. Araguaia /Jusante de AHE-SI/Araguatins/TO,Natasha Verdasca,MG752858
3362,3362,UFAM,CTGA,MaterialSample,Other material,"Tometes siderocarajensis Andrade, Machado, Jégu, Farias & Giarrizzo 2017",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,siderocarajensis,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Pará,Araguaia,2009-09-16,Araguatins,Natasha Verdasca,MG752859
11558,11558,UFAM,CTGA,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-23,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado,MG752845
11559,11559,UFAM,CTGA,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-23,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado,MG752846
15371,15371,UFAM,CTGA,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Machado, V.",-5.20825,-56.93144,Brazil,Pará,Tapajós,2015-10-08,Com. Machado - rio Tapajós,Valeria Machado,MG752850
15408,15408,UFAM,CTGA,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Machado, V.",-5.20825,-56.93144,Brazil,Pará,Tapajós,2015-10-13,Com. Machado - rio Tapajós,Valeria Machado,MG752851
15409,15409,UFAM,CTGA,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Machado, V.",-5.20825,-56.93144,Brazil,Pará,Tapajós,2015-10-13,Com. Machado - rio Tapajós,Valeria Machado,MG752852
15410,15410,UFAM,CTGA,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Machado, V.",-5.20825,-56.93144,Brazil,Pará,Tapajós,2015-10-13,Com. Machado - rio Tapajós,Valeria Machado,MG752853
TJ01,TJ01,UFAM,LEGAL,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Andrade, M.",NA,NA,Brazil,Pará,Tapajós,NA,rio Tapajós,Marcelo Andrade,MG752854
TJ02,TJ02,UFAM,LEGAL,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Andrade, M.",NA,NA,Brazil,Pará,Tapajós,NA,rio Tapajós,Marcelo Andrade,MG752855
TJ03,TJ03,UFAM,LEGAL,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Andrade, M.",NA,NA,Brazil,Pará,Tapajós,NA,rio Tapajós,Marcelo Andrade,MG752856
TJ04,TJ04,UFAM,LEGAL,MaterialSample,Other material,Tometes sp.,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,NA,genus,sp. `Tapajós`,"Andrade, M.",NA,NA,Brazil,Pará,Tapajós,NA,rio Tapajós,Marcelo Andrade,MG752857
15213,15213,UFAM,CTGA,MaterialSample,Other material,"Utiaritichthys longidorsalis Jégu, de Morais & Santos 1992",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Utiaritichthys,longidorsalis,species,NA,"Andrade, M.",-10.1695,-59.46619,Brazil,Mato Grosso,Aripuanã,2014-12-14,Montante da cachoeira de Dardanelos - MT,Valeria Machado,MG752863
15220,15220,UFAM,CTGA,MaterialSample,Other material,"Utiaritichthys longidorsalis Jégu, de Morais & Santos 1992",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Utiaritichthys,longidorsalis,species,NA,"Andrade, M.",-10.1695,-59.46619,Brazil,Mato Grosso,Aripuanã,2014-12-14,Montante da cachoeira de Dardanelos - MT,Valeria Machado,MG752866
HM405165,DCC00673,NA,NA,NA,NA,Myleus micans,NA,NA,NA,NA,NA,Myleus,micans,species,NA,NA,-17.98,-44.17,NA,NA,São Francisco,NA,"Brazil:Minas Gerais, Rio Curimatai, São Francisco",NA,HM405165
HM405164,DCC00274,NA,NA,NA,NA,Myleus micans,NA,NA,NA,NA,NA,Myleus,micans,species,NA,NA,-16.15,-45.69,NA,NA,São Francisco,NA,"Brazil:Minas Gerais, Rio Urucuia, São Francisco",NA,HM405164
KX086786,OS 18990 PE10044,NA,NA,NA,NA,Myloplus schomburgkii,NA,NA,NA,NA,NA,Myloplus,schomburgkii,species,NA,NA,NA,NA,NA,NA,Nanay,NA,NA,NA,KX086786
MparasT1,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al.",MG752114
MparasT2,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al.",MG752115
MparasT3,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al.",MG752116
MparasT4,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al.",MG752117
MparasT5,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al.",MG752118
MparasT6,50343,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al.",MG752119
PITI100,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752120
